device_id,cpu_usage,memory_usage,temperature_c,uptime_hours,downtime_event
DEV0093,84,93,58,6146,0
DEV0050,41,61,63,6180,0
DEV0219,20,53,52,6256,0
DEV0439,70,85,51,6914,0
DEV0156,27,37,58,6784,0
DEV0057,36,96,68,2204,0
DEV0231,64,24,66,5199,0
DEV0338,63,39,51,9476,0
DEV0207,91,85,66,536,0
DEV0272,96,94,51,4425,0
DEV0495,84,81,43,7108,0
DEV0215,30,51,56,8913,0
DEV0478,53,77,71,8926,0
DEV0484,14,69,66,2093,1
DEV0184,96,57,59,2775,0
DEV0291,50,74,55,5961,0
DEV0412,68,47,56,2440,1
DEV0302,98,93,61,9701,0
DEV0067,63,41,49,3916,0
DEV0247,83,62,56,9120,0
DEV0016,31,55,57,2381,0
DEV0335,92,71,46,7563,0
DEV0211,74,55,51,5922,0
DEV0074,73,47,64,8828,0
DEV0373,80,97,60,9694,0
DEV0305,13,77,56,9096,0
DEV0452,74,55,50,6782,0
DEV0406,24,89,75,9143,0
DEV0018,85,28,51,8197,0
DEV0022,31,40,62,655,1
DEV0106,95,83,55,8167,0
DEV0119,56,95,60,5441,0
DEV0016,90,80,64,5143,0
DEV0184,55,59,46,7500,0
DEV0003,23,75,59,6129,0
DEV0492,59,23,71,6918,0
DEV0123,29,50,77,2194,0
DEV0243,59,46,58,3578,1
DEV0437,42,77,60,3030,0
DEV0291,68,44,82,8545,0
DEV0105,52,88,71,3620,0
DEV0103,88,89,53,158,0
DEV0208,21,24,53,3802,0
DEV0469,49,27,69,2707,0
DEV0149,29,28,49,5210,0
DEV0193,47,34,70,8556,0
DEV0313,12,26,63,1807,0
DEV0222,37,91,65,2393,0
DEV0047,65,34,57,2584,0
DEV0418,99,56,53,2835,0
DEV0304,22,58,74,3555,0
DEV0167,86,25,57,1037,0
DEV0494,75,76,55,977,0
DEV0087,46,38,59,8838,0
DEV0226,58,82,61,2562,1
DEV0120,75,50,49,4593,1
DEV0414,45,94,54,6235,0
DEV0248,63,98,53,8081,0
DEV0434,35,29,68,2315,1
DEV0353,84,86,51,5826,1
DEV0144,81,81,42,6047,0
DEV0233,49,22,40,8521,0
DEV0350,52,37,45,1527,0
DEV0003,31,44,73,6387,0
DEV0237,29,39,60,1799,0
DEV0317,17,77,65,2245,0
DEV0258,38,69,65,8298,1
DEV0026,49,98,60,7058,0
DEV0018,99,29,59,4372,0
DEV0322,39,40,70,9521,0
DEV0296,90,48,61,1923,0
DEV0131,93,29,73,4084,0
DEV0017,64,32,66,8922,0
DEV0408,25,66,53,8561,0
DEV0258,55,42,55,3871,0
DEV0070,71,69,52,600,0
DEV0424,16,23,72,5706,0
DEV0410,89,86,55,8039,0
DEV0185,54,72,52,5707,0
DEV0049,68,21,63,2850,0
DEV0313,65,87,59,1412,0
DEV0312,57,84,62,2253,1
DEV0454,36,98,78,4836,0
DEV0076,62,76,69,708,0
DEV0277,96,89,60,5204,1
DEV0016,97,26,45,1763,1
DEV0006,82,38,55,3394,0
DEV0034,44,63,67,6024,1
DEV0059,60,82,48,2097,0
DEV0067,93,84,81,6122,0
DEV0255,46,58,60,3285,0
DEV0297,90,45,60,1631,0
DEV0403,66,63,53,4316,0
DEV0157,17,31,64,7484,1
DEV0032,88,41,48,3806,0
DEV0010,29,96,81,7359,1
DEV0192,62,33,73,4602,0
DEV0375,21,49,69,8967,0
DEV0219,58,63,46,9946,0
DEV0349,26,57,62,5104,0
DEV0077,73,78,72,3644,0
DEV0020,51,61,65,3918,0
DEV0156,38,71,49,8187,0
DEV0027,28,82,53,7182,0
DEV0461,20,80,55,3543,0
DEV0153,59,53,53,5809,0
DEV0380,80,58,75,1147,0
DEV0285,67,60,40,9623,0
DEV0116,43,56,66,2760,0
DEV0250,29,84,47,8030,1
DEV0399,59,98,50,7158,0
DEV0429,97,51,39,6366,0
DEV0045,19,27,54,9055,0
DEV0286,41,37,75,8177,0
DEV0294,61,64,62,3508,0
DEV0444,24,52,48,6401,0
DEV0288,93,24,70,7594,0
DEV0306,12,93,72,1784,0
DEV0071,46,55,61,969,0
DEV0163,49,42,80,5223,0
DEV0481,81,59,68,9205,0
DEV0076,49,24,66,5975,1
DEV0343,65,53,51,7312,0
DEV0005,32,43,66,6827,0
DEV0107,20,36,62,9922,0
DEV0492,73,90,65,642,0
DEV0119,17,41,53,2303,0
DEV0287,65,34,61,3035,0
DEV0464,69,34,51,851,0
DEV0097,19,44,38,2211,0
DEV0181,48,72,69,8712,0
DEV0498,37,40,44,7376,1
DEV0001,58,85,61,9778,0
DEV0086,45,51,63,5799,1
DEV0476,22,40,63,646,0
DEV0453,45,87,57,5061,1
DEV0452,35,63,62,2657,0
DEV0065,95,85,64,1671,0
DEV0399,13,33,67,6684,0
DEV0485,91,34,77,8745,1
DEV0103,73,39,62,2791,0
DEV0497,47,53,60,7060,0
DEV0436,97,55,50,4874,1
DEV0422,96,28,64,159,0
DEV0493,31,90,66,9709,0
DEV0024,11,49,58,6311,0
DEV0151,40,96,65,1438,0
DEV0303,20,82,57,8758,0
DEV0391,55,54,66,7101,0
DEV0253,71,32,69,8048,1
DEV0415,78,98,68,2571,0
DEV0007,73,65,61,9011,1
DEV0461,19,75,49,9527,0
DEV0004,49,28,53,8854,0
DEV0251,33,55,65,9274,0
DEV0182,53,22,84,4620,0
DEV0466,69,38,56,8201,0
DEV0104,71,47,64,1830,0
DEV0467,96,42,54,4439,0
DEV0464,26,26,50,7979,0
DEV0052,74,95,53,8137,0
DEV0082,66,33,39,7900,0
DEV0336,64,65,73,3147,0
DEV0048,62,34,37,9649,0
DEV0351,65,86,57,5325,1
DEV0217,18,34,48,1885,0
DEV0322,31,70,51,2062,1
DEV0366,22,27,73,7346,0
DEV0381,98,88,62,9480,1
DEV0182,57,81,50,6065,0
DEV0243,27,70,54,2778,0
DEV0220,85,82,52,6205,0
DEV0208,49,87,59,5407,1
DEV0127,26,97,61,3223,0
DEV0182,24,35,78,3243,0
DEV0356,24,43,40,2900,0
DEV0429,88,25,59,423,0
DEV0296,72,76,56,2302,0
DEV0035,48,50,69,6302,0
DEV0280,22,25,63,7542,0
DEV0163,90,98,65,1894,0
DEV0350,41,48,63,2442,0
DEV0421,18,86,50,3145,0
DEV0203,49,94,72,1407,0
DEV0365,29,22,67,1555,0
DEV0162,99,47,69,9254,0
DEV0230,94,93,72,5491,0
DEV0359,91,67,64,2639,0
DEV0408,86,99,74,3718,0
DEV0349,89,29,63,2478,0
DEV0004,82,52,57,9166,0
DEV0361,72,86,59,2305,0
DEV0434,85,88,59,1239,0
DEV0478,53,31,54,3691,0
DEV0078,47,76,76,4814,0
DEV0152,92,63,62,4814,0
DEV0358,69,32,60,9837,0
DEV0116,80,43,63,4767,0
DEV0354,57,63,89,8557,0
DEV0036,27,76,48,8393,0
DEV0335,25,35,51,7954,0
DEV0291,64,40,46,7258,0
DEV0285,48,95,57,4073,0
DEV0036,77,70,62,9826,0
DEV0324,68,40,55,2369,0
DEV0463,98,79,54,2583,0
DEV0395,71,70,61,1313,0
DEV0055,22,40,54,4835,0
DEV0049,90,25,63,4529,0
DEV0463,15,92,71,9198,1
DEV0313,92,84,66,9873,0
DEV0469,86,95,68,9896,0
DEV0355,69,77,70,6095,0
DEV0343,99,97,62,669,0
DEV0055,23,25,58,8195,1
DEV0312,63,84,52,1645,0
DEV0330,13,53,56,1008,0
DEV0260,48,75,54,4562,1
DEV0365,81,94,67,4183,0
DEV0409,34,22,63,3440,0
DEV0130,86,61,66,7047,0
DEV0486,41,81,48,7139,0
DEV0403,68,25,74,7212,0
DEV0088,72,25,55,2525,0
DEV0392,47,82,48,7255,0
DEV0320,62,39,55,9305,0
DEV0390,76,40,84,6770,0
DEV0340,37,21,56,1972,0
DEV0270,12,75,56,5009,1
DEV0360,89,29,58,8497,0
DEV0454,31,89,58,915,0
DEV0460,47,42,52,165,1
DEV0361,81,49,61,2151,0
DEV0126,81,97,70,102,0
DEV0327,71,56,63,7526,0
DEV0185,66,74,48,424,0
DEV0365,15,68,56,6234,0
DEV0030,87,53,54,704,1
DEV0208,41,63,60,4991,0
DEV0008,19,41,73,2682,0
DEV0142,12,50,58,3222,0
DEV0304,68,26,59,8076,0
DEV0212,85,40,77,3214,0
DEV0284,58,35,68,446,1
DEV0390,68,39,65,3543,0
DEV0414,40,62,79,2354,0
DEV0132,78,63,64,8402,0
DEV0356,71,66,40,122,0
DEV0323,61,38,68,3916,0
DEV0394,98,67,44,1807,0
DEV0102,50,98,64,6815,0
DEV0283,40,88,42,6153,0
DEV0466,94,30,55,3915,0
DEV0429,93,98,56,9038,0
DEV0075,31,48,52,614,0
DEV0100,13,64,56,6387,0
DEV0232,22,87,70,3139,0
DEV0291,54,55,52,5961,0
DEV0236,51,67,65,2956,0
DEV0269,58,34,50,2441,0
DEV0376,29,63,58,8616,0
DEV0055,86,86,63,6436,0
DEV0254,90,93,50,3462,0
DEV0215,63,59,46,7906,0
DEV0299,45,33,64,3590,0
DEV0329,10,82,71,2607,0
DEV0324,24,70,59,8248,0
DEV0299,86,98,55,5267,1
DEV0296,26,77,61,3278,0
DEV0370,33,34,60,7531,1
DEV0159,67,84,62,3424,0
DEV0259,81,74,34,9854,1
DEV0228,32,95,49,1644,0
DEV0377,55,29,51,5951,0
DEV0145,81,61,61,8817,0
DEV0080,17,30,61,6272,0
DEV0039,68,35,66,4733,0
DEV0194,99,92,62,6386,0
DEV0197,68,97,46,9132,0
DEV0097,22,38,74,2365,0
DEV0246,48,50,72,9004,0
DEV0333,37,92,47,8358,0
DEV0076,98,72,63,9052,0
DEV0403,70,27,54,6387,0
DEV0253,25,43,61,5360,0
DEV0278,11,27,70,8756,0
DEV0488,91,67,81,4291,0
DEV0008,26,49,67,4999,0
DEV0364,39,77,62,1567,0
DEV0452,22,74,56,4952,0
DEV0199,91,92,61,6201,0
DEV0252,22,81,73,7647,1
DEV0496,52,67,59,2860,1
DEV0384,94,23,51,6521,0
DEV0470,30,56,43,1493,1
DEV0018,64,27,65,3793,0
DEV0390,90,20,62,5478,0
DEV0242,49,89,53,1799,0
DEV0253,92,66,70,1220,0
DEV0004,24,94,55,5429,1
DEV0373,82,24,58,1671,0
DEV0425,61,69,59,828,0
DEV0237,83,43,56,715,0
DEV0179,62,66,62,470,1
DEV0012,96,37,71,6867,0
DEV0368,61,47,48,5438,0
DEV0293,39,96,64,5042,0
DEV0258,42,24,61,9239,1
DEV0259,66,49,61,1219,0
DEV0429,61,20,68,9747,0
DEV0085,18,65,60,6431,0
DEV0295,63,88,64,7119,0
DEV0333,10,50,67,2522,0
DEV0112,53,89,54,7690,0
DEV0438,84,75,62,9632,0
DEV0206,89,47,57,9810,0
DEV0222,18,35,58,5925,0
DEV0018,41,73,56,6860,0
DEV0013,24,72,64,9002,0
DEV0270,21,31,60,4670,0
DEV0041,87,39,63,673,1
DEV0040,66,53,59,607,0
DEV0089,17,72,43,6835,0
DEV0101,81,83,60,2322,0
DEV0219,36,42,60,7788,0
DEV0215,71,46,62,1394,0
DEV0455,21,36,54,9989,0
DEV0304,74,67,48,887,1
DEV0010,51,40,66,4767,0
DEV0217,71,69,57,2333,0
DEV0121,20,59,61,8878,0
DEV0310,52,22,57,3750,1
DEV0163,26,36,59,3349,0
DEV0152,41,80,55,6171,0
DEV0305,94,69,50,4136,0
DEV0426,94,25,64,8847,0
DEV0459,49,47,53,1809,1
DEV0084,32,91,61,5312,0
DEV0202,65,74,64,1610,0
DEV0050,15,77,54,6003,1
DEV0149,95,64,47,8267,0
DEV0412,59,91,84,7652,0
DEV0220,46,38,54,3606,0
DEV0439,73,48,66,6178,0
DEV0155,63,42,79,6532,0
DEV0097,81,51,67,3733,0
DEV0324,58,29,56,1561,0
DEV0099,20,68,59,6014,0
DEV0340,97,84,51,6452,1
DEV0390,58,48,68,2271,0
DEV0186,30,78,65,8028,0
DEV0134,75,64,54,8694,0
DEV0316,72,86,49,8575,0
DEV0337,92,70,46,6906,0
DEV0147,37,30,69,6215,1
DEV0113,26,25,61,8532,0
DEV0445,15,86,62,4756,0
DEV0017,28,81,51,8992,1
DEV0433,65,24,45,2770,0
DEV0387,37,28,69,4460,0
DEV0366,75,47,60,2648,1
DEV0034,47,96,69,2426,0
DEV0062,46,57,56,2896,1
DEV0444,77,62,57,7146,0
DEV0196,95,40,67,2306,0
DEV0087,99,81,67,5279,0
DEV0379,58,65,67,1710,0
DEV0123,52,89,57,8779,0
DEV0254,45,57,66,564,1
DEV0127,67,68,71,4423,0
DEV0338,22,94,58,8957,0
DEV0162,61,58,54,5575,0
DEV0413,67,90,73,9781,0
DEV0316,41,49,53,7065,0
DEV0172,90,40,66,898,0
DEV0399,69,20,59,2900,1
DEV0301,92,51,41,3340,1
DEV0331,67,27,71,3455,0
DEV0359,65,88,32,4029,0
DEV0252,37,49,40,959,0
DEV0009,10,27,65,8655,0
DEV0251,51,38,65,7788,1
DEV0239,91,78,53,5122,0
DEV0035,57,74,61,7684,1
DEV0266,49,49,34,6502,0
DEV0104,72,98,67,9207,0
DEV0422,85,55,62,1874,0
DEV0383,81,74,59,3465,0
DEV0157,97,63,60,8114,1
DEV0174,89,46,64,8442,0
DEV0198,13,96,59,7525,1
DEV0211,47,97,41,3121,0
DEV0218,36,73,81,4337,0
DEV0201,18,67,72,6494,0
DEV0233,25,49,47,3917,0
DEV0116,65,58,56,9362,0
DEV0496,85,32,57,860,0
DEV0301,40,35,70,4551,0
DEV0077,97,63,38,4727,1
DEV0218,23,90,55,2839,0
DEV0492,34,46,42,7539,0
DEV0374,43,64,57,5648,0
DEV0053,76,54,55,6891,0
DEV0084,33,98,60,8016,0
DEV0258,82,47,53,6945,0
DEV0132,35,26,52,6967,0
DEV0199,29,81,66,9208,0
DEV0275,73,70,64,4043,0
DEV0355,19,65,65,3560,0
DEV0395,92,39,58,1592,0
DEV0083,76,57,54,3721,0
DEV0416,33,80,58,9018,0
DEV0249,14,51,65,9901,0
DEV0398,76,45,38,5118,0
DEV0433,67,77,63,8262,1
DEV0069,36,58,63,6850,0
DEV0409,89,39,60,4941,0
DEV0142,24,69,58,9231,1
DEV0423,44,98,34,7568,0
DEV0140,85,71,55,187,0
DEV0380,62,41,77,662,0
DEV0433,53,72,60,1368,1
DEV0340,35,85,56,9782,0
DEV0374,56,62,60,5661,1
DEV0373,43,42,63,6145,0
DEV0274,96,96,66,9864,0
DEV0257,59,83,57,4754,0
DEV0363,93,28,64,3271,0
DEV0004,21,26,76,7612,1
DEV0268,96,60,70,7952,0
DEV0410,13,73,83,2900,0
DEV0416,96,84,53,6946,0
DEV0357,57,21,76,5138,0
DEV0335,64,23,52,9549,0
DEV0308,10,97,63,4988,0
DEV0355,98,51,67,4880,0
DEV0090,75,21,54,1243,0
DEV0015,39,83,60,6803,1
DEV0136,12,33,69,847,0
DEV0220,30,39,52,7194,0
DEV0286,98,68,76,6545,0
DEV0182,93,27,46,3588,1
DEV0491,58,82,79,9437,0
DEV0127,95,65,70,2204,0
DEV0126,94,40,59,3956,0
DEV0492,71,51,55,5219,0
DEV0195,47,27,54,5358,0
DEV0198,24,35,58,2868,0
DEV0351,61,59,59,4159,0
DEV0218,88,46,72,1908,0
DEV0008,55,37,79,5580,0
DEV0231,34,54,61,509,0
DEV0191,30,71,51,745,0
DEV0093,97,34,54,1651,0
DEV0145,14,82,58,5462,1
DEV0016,79,72,49,1213,0
DEV0113,56,85,48,3687,0
DEV0301,96,50,80,161,0
DEV0196,77,80,63,9527,0
DEV0394,27,83,51,1827,0
DEV0464,30,53,68,4692,0
DEV0403,95,74,48,8268,0
DEV0423,32,78,49,3066,0
DEV0306,73,22,51,3460,0
DEV0205,76,36,76,5762,0
DEV0316,49,97,57,8170,0
DEV0068,19,97,35,9704,0
DEV0127,98,65,72,6800,0
DEV0160,61,57,56,3730,0
DEV0466,81,54,41,3969,0
DEV0336,84,20,56,5300,0
DEV0345,70,48,65,2139,0
DEV0498,73,23,64,7554,0
DEV0448,14,80,77,1407,0
DEV0464,62,36,51,6734,0
DEV0342,64,47,60,1824,0
DEV0152,46,69,53,5770,0
DEV0284,65,27,44,4790,0
DEV0151,68,53,68,2555,0
DEV0063,78,78,64,1041,0
DEV0374,82,37,62,7192,1
DEV0383,68,78,64,5395,0
DEV0184,11,46,53,7788,1
DEV0213,74,35,49,3161,0
DEV0073,69,29,60,9576,1
DEV0322,60,95,71,8687,1
DEV0422,39,41,76,3863,0
DEV0284,20,35,67,7794,0
DEV0154,85,31,60,9382,0
DEV0188,48,94,62,2988,0
DEV0060,99,70,60,4543,0
DEV0256,86,20,49,4106,0
DEV0475,81,46,60,1186,0
DEV0183,72,86,46,6599,0
DEV0384,73,31,58,1404,0
DEV0025,70,49,76,6610,0
DEV0405,63,28,68,1114,0
DEV0486,82,72,50,8512,0
DEV0025,67,80,59,5948,1
DEV0314,94,73,51,9418,0
DEV0038,65,56,59,8764,0
DEV0302,43,84,70,5220,0
DEV0459,40,61,66,515,0
DEV0476,61,68,84,1968,0
DEV0369,98,23,71,4212,0
DEV0100,85,83,62,1633,0
DEV0388,10,98,66,8022,0
DEV0147,64,70,57,1562,0
DEV0446,31,91,48,7798,0
DEV0280,49,79,73,1965,0
DEV0470,10,98,70,4109,0
DEV0055,74,50,57,8073,1
DEV0496,72,91,62,7810,0
DEV0409,63,77,72,8763,0
DEV0072,51,23,68,3277,1
DEV0243,30,41,45,2965,1
DEV0127,88,22,62,3297,0
DEV0468,90,98,58,2561,1
DEV0321,31,66,71,7882,1
DEV0254,47,57,70,3681,0
DEV0068,89,52,73,8792,0
DEV0396,17,97,48,8094,0
DEV0153,71,67,52,220,1
DEV0149,56,84,71,1875,0
DEV0403,26,45,54,706,0
DEV0226,26,27,44,8229,1
DEV0326,99,69,65,7475,1
DEV0180,22,99,54,919,0
DEV0310,26,57,77,883,0
DEV0419,47,29,62,1946,0
DEV0003,90,61,61,7660,1
DEV0289,87,56,56,491,1
DEV0201,54,45,75,7980,0
DEV0007,15,31,63,1232,1
DEV0361,44,68,55,4545,0
DEV0155,23,33,52,5418,0
DEV0257,81,65,59,5662,0
DEV0168,70,54,50,4539,0
DEV0402,24,48,70,776,0
DEV0163,63,31,41,6351,0
DEV0337,36,63,58,694,1
DEV0295,22,85,66,3424,0
DEV0380,40,21,63,6268,1
DEV0011,44,78,52,6526,0
DEV0357,69,36,66,7830,0
DEV0301,15,29,51,3034,0
DEV0459,78,37,59,5133,1
DEV0131,95,41,66,6863,0
DEV0205,67,77,64,6186,1
DEV0436,58,72,53,4433,0
DEV0316,32,20,71,939,0
DEV0092,98,80,60,2610,1
DEV0314,43,50,67,4787,0
DEV0486,35,50,75,2987,0
DEV0438,56,85,71,3143,0
DEV0111,14,38,71,1731,0
DEV0290,99,72,61,1505,0
DEV0247,29,95,67,7732,0
DEV0412,15,93,62,6215,1
DEV0061,79,41,47,6595,0
DEV0450,68,42,63,2589,0
DEV0377,73,34,62,4590,0
DEV0110,27,45,65,105,0
DEV0450,13,22,58,2681,0
DEV0421,26,39,52,8511,0
DEV0400,23,59,66,8303,0
DEV0456,87,58,46,2942,0
DEV0232,22,91,74,5604,0
DEV0125,16,37,57,6947,1
DEV0203,53,60,62,8749,0
DEV0429,24,89,65,8458,0
DEV0271,28,46,65,7383,0
DEV0260,72,34,45,2073,0
DEV0023,44,56,68,2295,0
DEV0200,90,77,63,7674,0
DEV0080,44,24,53,8243,0
DEV0272,28,92,52,7652,0
DEV0344,29,26,56,3928,1
DEV0053,44,60,47,5185,0
DEV0266,41,29,77,4837,0
DEV0418,57,81,74,339,0
DEV0402,53,45,64,9208,0
DEV0053,33,87,57,3052,0
DEV0272,70,43,58,955,0
DEV0384,26,97,67,3338,0
DEV0228,80,60,77,653,0
DEV0446,59,84,54,8234,0
DEV0180,74,36,48,9520,1
DEV0371,41,43,75,8486,1
DEV0313,45,46,42,7438,0
DEV0200,22,26,49,6094,0
DEV0192,79,92,57,9717,0
DEV0468,67,31,44,2793,1
DEV0023,23,22,71,2071,1
DEV0040,46,98,68,5502,0
DEV0398,88,29,54,8791,0
DEV0336,77,52,72,4214,1
DEV0230,49,65,74,3873,0
DEV0018,68,78,58,3747,0
DEV0488,89,71,55,8009,0
DEV0499,25,25,82,2966,1
DEV0222,71,21,67,786,0
DEV0164,13,48,62,2167,1
DEV0484,54,59,73,6007,0
DEV0423,99,80,63,547,0
DEV0360,37,87,54,9416,0
DEV0169,75,87,60,393,0
DEV0001,40,48,70,4260,0
DEV0337,12,81,40,2646,0
DEV0348,17,79,57,8367,1
DEV0254,33,60,73,7144,1
DEV0199,24,84,54,3875,0
DEV0212,52,83,75,9591,0
DEV0170,40,98,74,4278,1
DEV0152,82,82,59,3634,1
DEV0373,54,67,54,2153,1
DEV0065,75,39,57,7212,0
DEV0018,17,56,86,1799,0
DEV0090,80,83,78,2618,1
DEV0014,66,24,61,5668,0
DEV0019,89,53,53,6932,0
DEV0082,39,58,61,8661,1
DEV0249,83,86,62,3839,0
DEV0109,27,81,47,4473,0
DEV0007,78,43,60,439,0
DEV0320,48,22,73,2962,0
DEV0002,69,90,42,713,0
DEV0263,52,86,68,1203,0
DEV0028,54,98,73,9084,0
DEV0348,32,69,54,6846,1
DEV0490,78,48,76,8358,0
DEV0337,15,93,53,4611,0
DEV0286,65,51,64,7412,0
DEV0254,13,58,56,5505,0
DEV0085,32,28,56,670,0
DEV0485,15,33,53,8831,0
DEV0201,41,87,66,5456,0
DEV0292,27,83,68,216,1
DEV0372,24,39,59,7324,0
DEV0278,49,47,46,3131,0
DEV0335,82,33,64,3556,1
DEV0078,83,63,64,3151,0
DEV0411,93,96,57,9926,0
DEV0210,15,58,78,8533,0
DEV0126,72,47,44,8756,0
DEV0010,76,83,37,7907,0
DEV0240,20,51,52,7402,0
DEV0278,52,28,67,1978,0
DEV0407,26,47,49,4981,0
DEV0308,13,36,50,4736,0
DEV0170,72,96,69,2634,0
DEV0169,77,74,64,3909,1
DEV0304,90,29,63,8863,0
DEV0325,50,99,67,5705,0
DEV0435,92,25,55,7833,0
DEV0473,14,67,56,3741,0
DEV0257,41,94,68,756,0
DEV0472,95,86,46,3251,0
DEV0353,79,60,38,9240,0
DEV0250,44,98,55,4210,0
DEV0184,31,79,69,7307,0
DEV0229,74,96,62,406,0
DEV0327,93,61,68,8996,0
DEV0408,31,90,39,4592,0
DEV0399,20,47,63,8969,0
DEV0203,86,32,66,8502,0
DEV0172,12,34,46,4594,0
DEV0081,18,55,68,1496,0
DEV0049,69,34,58,3560,0
DEV0215,85,94,90,4453,0
DEV0177,96,75,38,2262,0
DEV0452,23,23,73,7776,0
DEV0095,27,71,56,4644,0
DEV0118,82,29,43,3248,0
DEV0098,32,64,54,927,0
DEV0074,83,48,62,2755,0
DEV0037,92,72,70,6811,0
DEV0330,56,48,77,8791,1
DEV0426,78,42,74,9353,0
DEV0187,56,76,50,7964,0
DEV0384,96,69,71,7625,0
DEV0459,39,40,63,5270,0
DEV0479,34,62,53,3596,0
DEV0266,37,29,57,6194,0
DEV0235,34,95,52,4322,0
DEV0358,83,49,60,9418,0
DEV0309,87,70,52,2089,0
DEV0426,67,52,49,6679,1
DEV0392,50,37,64,5604,0
DEV0331,34,97,66,4280,1
DEV0340,87,41,58,1482,1
DEV0408,57,83,73,4267,0
DEV0307,19,40,57,3266,1
DEV0071,84,20,56,2735,0
DEV0444,20,34,66,5645,1
DEV0149,94,55,58,9321,1
DEV0364,30,66,60,5309,1
DEV0437,95,73,34,9910,0
DEV0262,54,51,60,9527,0
DEV0287,16,77,41,5482,0
DEV0140,90,65,47,4083,0
DEV0357,73,73,46,1505,0
DEV0397,73,52,49,7837,0
DEV0305,11,58,54,6300,0
DEV0031,85,42,55,5842,0
DEV0265,51,62,66,6811,1
DEV0155,91,74,62,9839,0
DEV0116,63,21,40,1984,0
DEV0437,84,85,60,5272,0
DEV0209,25,57,63,2284,0
DEV0115,27,48,56,6417,0
DEV0051,68,86,59,7103,0
DEV0072,99,90,61,8510,1
DEV0411,25,55,67,7530,1
DEV0128,15,48,44,4450,0
DEV0424,66,56,57,9103,0
DEV0249,56,64,75,8561,0
DEV0318,57,35,74,6467,1
DEV0314,51,50,68,4799,0
DEV0143,85,53,65,9478,0
DEV0167,69,69,76,1833,0
DEV0070,86,84,79,3067,1
DEV0480,13,81,58,172,0
DEV0496,11,62,50,5093,0
DEV0008,99,75,57,6217,0
DEV0163,68,34,90,7985,0
DEV0063,36,67,44,5142,1
DEV0287,36,68,55,8161,0
DEV0234,88,63,45,730,1
DEV0218,81,29,61,5703,0
DEV0426,16,39,47,977,0
DEV0344,72,89,58,9048,1
DEV0371,55,27,40,4393,0
DEV0253,72,64,66,9742,0
DEV0194,21,53,72,2640,0
DEV0297,22,70,56,181,0
DEV0257,52,23,58,1431,0
DEV0330,26,58,58,8055,0
DEV0242,72,43,61,456,0
DEV0471,90,74,59,9611,0
DEV0289,45,45,67,679,0
DEV0108,94,44,72,745,0
DEV0037,17,55,51,6363,0
DEV0380,78,90,56,8599,0
DEV0313,99,93,69,333,0
DEV0011,89,77,45,1134,0
DEV0084,45,31,40,6117,0
DEV0218,37,20,62,5221,0
DEV0238,56,69,64,1835,0
DEV0047,85,44,52,4377,1
DEV0450,39,99,54,1041,0
DEV0345,32,24,52,449,0
DEV0379,25,87,51,1505,1
DEV0132,23,25,66,7564,0
DEV0211,83,45,48,1645,0
DEV0205,80,74,57,4420,1
DEV0083,61,58,50,1846,1
DEV0077,46,28,45,7996,0
DEV0439,38,64,68,1454,0
DEV0140,76,33,54,7430,0
DEV0128,24,74,61,4388,1
DEV0066,56,28,44,9460,0
DEV0421,55,34,52,4866,0
DEV0242,61,56,67,6057,0
DEV0151,28,69,85,6935,0
DEV0055,86,91,40,2685,0
DEV0147,30,40,57,4807,0
DEV0067,73,76,64,1000,0
DEV0472,46,38,53,3441,0
DEV0151,36,77,68,7794,0
DEV0004,64,25,51,227,1
DEV0018,38,23,61,1775,0
DEV0012,29,62,54,1877,0
DEV0256,34,61,72,5265,0
DEV0035,79,22,53,8525,0
DEV0411,72,20,56,683,0
DEV0043,45,74,69,1566,0
DEV0078,11,34,49,8794,0
DEV0351,31,66,60,6850,0
DEV0323,25,65,41,1255,0
DEV0453,27,77,49,9791,1
DEV0320,78,90,63,8060,0
DEV0349,63,58,50,1035,0
DEV0359,39,22,54,455,0
DEV0052,54,49,64,2094,0
DEV0017,28,54,54,5256,0
DEV0211,96,76,68,6381,0
DEV0227,43,48,62,9737,0
DEV0033,22,69,64,7509,0
DEV0328,52,81,72,5464,0
DEV0436,71,71,63,4074,0
DEV0485,31,33,75,2604,0
DEV0419,61,54,69,2246,0
DEV0404,61,47,54,7769,0
DEV0337,45,77,72,7404,0
DEV0301,82,49,62,1310,0
DEV0077,28,26,56,6279,0
DEV0068,47,58,62,8921,0
DEV0050,79,88,71,4982,0
DEV0442,88,54,64,6924,1
DEV0158,66,71,78,6298,0
DEV0198,29,33,70,9786,1
DEV0258,18,82,65,1207,0
DEV0463,41,55,49,5086,0
DEV0377,13,43,58,3534,0
DEV0034,59,59,60,8123,0
DEV0436,91,48,66,2915,0
DEV0212,14,72,66,7161,0
DEV0272,29,41,61,2135,0
DEV0380,96,91,61,6907,0
DEV0427,84,34,67,7073,0
DEV0064,46,88,51,269,1
DEV0497,31,83,76,8923,0
DEV0477,67,23,39,9096,0
DEV0155,77,94,74,5115,0
DEV0321,53,37,59,6997,0
DEV0269,43,61,70,3134,0
DEV0040,86,49,63,4580,0
DEV0160,51,34,63,3512,0
DEV0323,18,89,65,5088,0
DEV0014,16,74,68,7230,0
DEV0376,77,72,56,3969,1
DEV0120,28,35,70,6199,0
DEV0314,40,92,49,891,0
DEV0348,44,53,59,3941,0
